list_name,name,label::English (en),label::Arabic (ar),mantika,organisation,shape_code,media::image:: English (en),media::image:: Arabic (ar)
pull_factors,mytribe_here,3. My tribe is here   ,ŞÈíáÊí åäÇ,,,,,
pull_factors,own_property_chosen_area,4. Own property in chosen area,áÏí ÃãáÇß İí ÇáãäØŞÉ ÇáãÎÊÇÑÉ,,,,,
pull_factors,cheaper_rent_chosen_area,5. Cheaper rent prices in chosen area                               ,ÃÓÚÇÑ ÇáÅíÌÇÑÃÑÎÕ İí ÇáãäØŞÉ ÇáãÎÊÇÑÉ,,,,,
pull_factors,economic_opportunities_here,6. More economic opportunities here                ,ÇáİÑÕ ÇáÇŞÊÕÇÏíÉ ÃßËÑ åäÇ,,,,,
pull_factors,more_secure_enviornment,7. More secure environment,ÈíÆÉ ÃßËÑ ÃãäÇ,,,,,
pull_factors,better_health_services,8. More opportunity for better health services,İÑÕ ÃßËÑ ááÍÕæá Çáì ÎÏãÇÊ ÕÍíÉ ÃİÖá,,,,,
pull_factors,better_education_services,9. More opportunity for better education services,İÑÕ ÃßËÑ ááÍÕæá Çáì ÎÏãÇÊ ÊÚáíã ÃİÖá,,,,,
pull_factors,opportunity_move_within_libya,10. Better opportunity to move to another place within Libya , İÑÕÉ ÃİÖá ááÇäÊŞÇá Åáì ãßÇä ÂÎÑ ÏÇÎá áíÈíÇ,,,,,
pull_factors,opportunity_move_abroad,11. Better opportunity to move abroad , İÑÕÉ ÃİÖá ááÓİÑ Åáì ÇáÎÇÑÌ,,,,,
pull_factors,other,Other (specify), ÃÎÑì,,,,,
pull_factors,dk,Don't know, áÇ ÃÚÑİ,,,,,
pull_factors,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
hh_nearfutur_intention,return_baladiya_origin,1. Return to the baladiya of origin,ÇáÚæÏÉ Åáì ÈáÏíÉ ÇáãäÔÃ,,,,,
hh_nearfutur_intention,stay_current_baladiya,2. Stay in the current baladiya of residence,ÇáÈŞÇÁ İí ÇáÈáÏíÉ ÇáÍÇáíÉ,,,,,
hh_nearfutur_intention,settle_elsewhere_within_libya,3. Settle elsewhere within Libya,ÇáÇÓÊŞÑÇÑ İí ÃãÇßä ÃÎÑì ÏÇÎá áíÈíÇ,,,,,
hh_nearfutur_intention,move_country_outside_libya,4. Move to a country outside of Libya,ÇáÅäÊŞÇá Åáì ÈáÏ ÎÇÑÌ áíÈíÇ,,,,,
hh_nearfutur_intention_residence,eu,1. EU,ÇáÇÊÍÇÏ ÇáÃæÑæÈí,,,,,
hh_nearfutur_intention_residence,north_africa,2. North Africa,ÔãÇá ÇİÑíŞíÇ,,,,,
hh_nearfutur_intention_residence,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
move_outsode_lby_reasons,nosecurity_conflicts_lby,1. No security or too much conflict in Libya,áÇ íæÌÏ Ããä Ãæ äÒÇÚ ßÈíÑ İí áíÈíÇ,,,,,
move_outsode_lby_reasons,no_work_opportunity_lby,2. No opportunity for work in Libya,áÇ ÊæÌÏ İÑÕÉ ááÚãá İí áíÈíÇ,,,,,
move_outsode_lby_reasons,problems_accessing_services_lby,"3. Problems accessing principal services in Libya (e.g., health, education)",ãÔÇßá ÇáæÕæá Åáì ÇáÎÏãÇÊ ÇáÑÆíÓíÉ İí áíÈíÇ (ãËá ÇáÕÍÉ æÇáÊÚáíã),,,,,
move_outsode_lby_reasons,presence_explosive_hazards_lby,4. Presence of explosive hazards in Libya,æÌæÏ ãÎÇØÑ ãÊİÌÑÉ İí áíÈíÇ,,,,,
move_outsode_lby_reasons,friends_family_live_abroad,5. Friends or family live abroad,ÇáÃÕÏŞÇÁ Ãæ ÇáÚÇÆáÉ íÚíÔæä İí ÇáÎÇÑÌ,,,,,
move_outsode_lby_reasons,to_study_abroad,6. To study abroad,ááÏÑÇÓÉ İí ÇáÎÇÑÌ,,,,,
move_outsode_lby_reasons,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
move_outsode_lby_reasons,dk,Don't know,áÇ ÃÚÑİ,,,,,
move_outsode_lby_reasons,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
priority_needs,priority_access_cash,1. Access to cash,ÇáæÕæá Åáì ÇáäŞÏ,,,,,
priority_needs,priority_food,2. Food,ÇáÛĞÇÁ,,,,,
priority_needs,priority_cater,3. Water,ÇáãÇÁ,,,,,
priority_needs,priority_shelter_support,4. Shelter support,ÏÚã ÇáãÃæì,,,,,
priority_needs,priority_medical_care,5. Medical care,ÇáÑÚÇíÉ ÇáØÈíÉ,,,,,
priority_needs,priority_sanitation_services,6. Sanitation services,ÎÏãÇÊ ÇáÕÑİ ÇáÕÍí,,,,,
priority_needs,priority_electricity_fuel,7. Electricity or fuel,ÇáßåÑÈÇÁ Ãæ ÇáæŞæÏ,,,,,
priority_needs,priority_access_means_communication,8. Access to means of communication (mobile phone network coverage or mobile phone credit),ÇáæÕæá Åáì æÓÇÆá ÇáÇÊÕÇá (ÊÛØíÉ ÔÈßÉ ÇáåÇÊİ ÇáãÍãæá Ãæ ÑÕíÏ ÇáåÇÊİ ÇáãÍãæá),,,,,
priority_needs,priority_hh_hygiene_items,9. Household or hygiene items,ÇáÃÏæÇÊ ÇáãäÒáíÉ Ãæ ÇáäÙÇİÉ,,,,,
priority_needs,priority_livelihood_opportunities,10. Employment (livelihood opportunities),ÇáÊÔÛíá (İÑÕ ßÓÈ ÇáÑÒŞ),,,,,
priority_needs,priority_vocational_training,11. Vocational training, ÇáÊÏÑíÈ Çáãåäí,,,,,
priority_needs,priority_education_children,12. Education for children, ÇáÊÚáíã ááÃØİÇá,,,,,
priority_needs,priority_child_friendly_spaces,13. Child-friendly spaces or activities, ÇáãÓÇÍÇÊ Ãæ ÇáÃäÔØÉ ÇáãÎÕÕÉ ááÃØİÇá,,,,,
priority_needs,priority_explosive_hazard_clearance,"14. Explosive hazard clearance, risk education, or services for survivors", ÅÒÇáÉ  ãÎÇØÑÇáãÊİÌÑÇÊ Ãæ ÇáÊæÚíÉ ÈÇáãÎÇØÑ Ãæ ÇáÎÏãÇÊ ááäÇÌíä,,,,,
priority_needs,priority_gender_based_violence_support,15. Gender-based violence support,ÇáÏÚã İí ÍÇáÉ ÇáÚäİ ÇáŞÇÆã Úáì ÇáÌäÓ,,,,,
priority_needs,priority_psychosocial_support,"16. Psychosocial support (e.g., counseling)", ÇáÏÚã ÇáäİÓí ÇáÇÌÊãÇÚí (Úáì ÓÈíá ÇáãËÇá¡ ÊŞÏíã ÇáãÔæÑÉ),,,,,
priority_needs,priority_legal_assistance,"17. Legal assistance (e.g., civil documentation, house/land/property, family law)", ÇáãÓÇÚÏÉ ÇáŞÇäæäíÉ (Úáì ÓÈíá ÇáãËÇá¡ ÇáÊæËíŞ ÇáãÏäí¡ ÇáãäÒá / ÇáÃÑÖ / ÇáãáßíÉ¡ ŞÇäæä ÇáÃÓÑÉ),,,,,
priority_needs,other,Other (specify), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
priority_needs,dk,Don't know, áÇ ÃÚÑİ,,,,,
priority_needs,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
modality_assistance_received,cash_assistance,1. cash,äŞÏíÉ,,,,,
modality_assistance_received,vouchers_assistance,2. vouchers, ÇáŞÓÇÆã,,,,,
modality_assistance_received,inkind_assistance,3. in kind,ãÓÇÚÏÉ ÚíäíÉ,,,,,
modality_assistance_received,mixed_assistance,4. Mixed (in-kind and cash/voucher),ãÎÊáØÉ (ÇáÚíäíÉ æÇáäŞÏíÉ / ŞÓíãÉ),,,,,
modality_assistance_received,services_assistance,"5. Services (e.g., health care, education)",ÇáÎÏãÇÊ (ãËá ÇáÑÚÇíÉ ÇáÕÍíÉ æÇáÊÚáíã),,,,,
modality_assistance_received,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
modality_assistance_received,dk,Don't know,áÇ ÃÚÑİ,,,,,
modality_assistance_received,dwta,Prefer not to answer,áÇ ÃİÖá ÇáÇÌÇÈÉ,,,,,
notsatisfied_humanitarian_assistance_reason,assistance_quality_notgood,1. Quality not good enough,ÇáÌæÏÉ áíÓÊ ÌíÏÉ ÈãÇ İíå ÇáßİÇíÉ,,,,,
notsatisfied_humanitarian_assistance_reason,assistance_quantity_notenough,2. Quantity not enough,ÇáßãíÉ ÛíÑ ßÇİíÉ,,,,,
notsatisfied_humanitarian_assistance_reason,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
notsatisfied_humanitarian_assistance_reason,dk,Don't know,áÇ ÃÚÑİ,,,,,
notsatisfied_humanitarian_assistance_reason,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
humanitarian_assistance_barrieres,no_barriers_humanitarian_assistance,1. No barriers faced in receiving humanitarian assistance / did not want to receive assistance,áÇ ÊæÌÏ ÚæÇÆŞ ÊæÇÌå ÊáŞí ÇáãÓÇÚÏÇÊ ÇáÅäÓÇäíÉ/ áÇ ÇÑíÏ ÇáÍÕæá Úáì ãÓÇÚÏÇÊ,,,,,
humanitarian_assistance_barrieres,notaware_ofany_assistance,2. Not aware of any assistance,áÓÊ Úáì Úáã ÈÃí ãÓÇÚÏÉ,,,,,
humanitarian_assistance_barrieres,lack_consent_actor_controlling_territory,3. Lack of consent from actor controlling territory ,ÚÏã ãæÇİŞÉ ÇáÌåÇÊ ÇáİÇÚáÉ ÇáãÓíØÑÉ Úáì ÇáÃÑÇÖí,,,,,
humanitarian_assistance_barrieres,damage_roads_leading_assistance_area,4. Damage to roads leading to area of assistance,ÇáÃÖÑÇÑ ÇáÊí áÍŞÊ ÇáØÑŞ ÇáãÄÏíÉ Åáì ãÌÇá ÇáãÓÇÚÏÉ,,,,,
humanitarian_assistance_barrieres,insecurity_traveling_assistance_area,5. Insecurity travelling to area of assistance,ÇäÚÏÇã ÇáÃãä ÚäÏ ÇáÓİÑ Åáì ãÌÇá ÇáãÓÇÚÏÉ,,,,,
humanitarian_assistance_barrieres,checkpoints_roadblocks,6. Checkpoints or roadblocks ,äŞÇØ ÇáÊİÊíÔ Ãæ ÍæÇÌÒ ÇáØÑŞ,,,,,
humanitarian_assistance_barrieres,presence_of_explosive_hazards_assistance,7. Presence of explosive hazards,æÌæÏ ÇáãÎÇØÑ ÇáãÊİÌÑÉ,,,,,
humanitarian_assistance_barrieres,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
humanitarian_assistance_barrieres,dk,Don't know,áÇ ÃÚÑİ,,,,,
humanitarian_assistance_barrieres,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
preferred_assistance_modality,inkind_preferred_assistance,"1. In-kind (house repairs, construction materials, NFIs, etc.)",ÚíäíÉ (ÅÕáÇÍÇÊ ÇáãäÇÒá¡ ãæÇÏ ÇáÈäÇÁ¡ ÇáãæÇÏ ÛíÑ ÇáÛĞÇÆíÉ¡ ÅáÎ),,,,,
preferred_assistance_modality,cash_inhand_preferred_assistance,2. Cash in hand, ÇáãÇá (ÇáßÇÔ) ÇáãÈÇÔÑ,,,,,
preferred_assistance_modality,cash_banktransfer_preferred_assistance,3. Cash via bank transfer,ÇáäŞÏíÉ Úä ØÑíŞ ÇáÊÍæíá ÇáãÕÑİí,,,,,
preferred_assistance_modality,cash_etransfer_preferred_assistance,4. Cash via e-transfer ,ÇáäŞÏíÉ Úä ØÑíŞ ÇáÊÍæíá ÇáÅáßÊÑæäí,,,,,
preferred_assistance_modality,voucher_preferred_assistance,5. Voucher ,ŞÓíãÉ,,,,,
preferred_assistance_modality,mixed_preferred_assistance,3. Mixed (cash and in-kind),ãÎÊáØÉ (ÇáäŞÏíÉ æÇáÚíäíÉ),,,,,
preferred_assistance_modality,dont_want_receive_assistance,4. Do not want to receive assistance,áÇ ÊÑÛÈ İí ÇáÍÕæá Úáì ÇáãÓÇÚÏÉ,,,,,
preferred_assistance_modality,services_preferred_assistance,Services,,,,,,
preferred_assistance_modality,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
preferred_assistance_modality,dk,Don't know,áÇ ÃÚÑİ,,,,,
preferred_assistance_modality,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
humanitarian_assistance_information_source,community_leaders_source,1. Community leaders,ŞÇÏÉ ÇáãÌÊãÚ,,,,,
humanitarian_assistance_information_source,radio_source,2. Radio,ÇáÑÇÏíæ,,,,,
humanitarian_assistance_information_source,tv_source,3. TV,ÇáÊáİÒíæä,,,,,
humanitarian_assistance_information_source,social_media_source,4. Social media,æÓÇÆá ÇáÊæÇÕá ÇáÇÌÊãÇÚí,,,,,
humanitarian_assistance_information_source,government_source,5. Government,ÇáÍßæãÉ,,,,,
humanitarian_assistance_information_source,charity_organization_source,6. Charity organization,ÇáãäÙãÇÊ ÇáÎíÑíÉ,,,,,
humanitarian_assistance_information_source,humanitarian_organization_source,7. Humanitarian organization,ÇáãäÙãÇÊ ÇáÅäÓÇäíÉ,,,,,
humanitarian_assistance_information_source,family_friends_source,8. Family members and friends,ÃİÑÇÏ ÇáÃÓÑÉ æÇáÃÕÏŞÇÁ,,,,,
humanitarian_assistance_information_source,dont_want_info_humanitarian_assistance,9. Do not receive information on humanitarian assistance,áÇ ÃÊáŞì ãÚáæãÇÊ Úä ÇáãÓÇÚÏÇÊ ÇáÅäÓÇäíÉ,,,,,
humanitarian_assistance_information_source,dk,Don't know, áÇ ÃÚÑİ,,,,,
humanitarian_assistance_information_source,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
preferred_type_info_humanitarian_assistance,security_situation_here,1. The security situation here,ÇáæÖÚ ÇáÃãäí åäÇ,,,,,
preferred_type_info_humanitarian_assistance,finding_missing_people,2. Finding missing people,ÇáÚËæÑ Úáì ÇáãİŞæÏíä,,,,,
preferred_type_info_humanitarian_assistance,how_register_aid,3. How to register for aid,ßíİíÉ ÇáÊÓÌíá ááÍÕæá Úáì ÇáãÓÇÚÏÇÊ,,,,,
preferred_type_info_humanitarian_assistance,food_prices,4. Food prices,ÃÓÚÇÑ ÇáãæÇÏ ÇáÛĞÇÆíÉ,,,,,
preferred_type_info_humanitarian_assistance,how_to_get_healthcare,5. How to get healthcare/medical attention,ßíİíÉ ÇáÍÕæá Úáì ÇáÑÚÇíÉ ÇáÕÍíÉ / ÇáÑÚÇíÉ ÇáØÈíÉ,,,,,
preferred_type_info_humanitarian_assistance,how_to_replace_personal_docs,"6. How to replace personal documentation (e.g., birth certificate, ID)",ßíİíÉ ÇÓÊÈÏÇá ÇáæËÇÆŞ ÇáÔÎÕíÉ (Úáì ÓÈíá ÇáãËÇá¡ ÔåÇÏÉ ÇáãíáÇÏ¡ ÇáåæíÉ),,,,,
preferred_type_info_humanitarian_assistance,how_to_get_access_edu,7. How to get access to education,ßíİíÉ ÇáÍÕæá Úáì ÇáÊÚáíã,,,,,
preferred_type_info_humanitarian_assistance,how_to_find_work,8. How to find work,ßíİíÉ ÇáÚËæÑ Úáì Úãá,,,,,
preferred_type_info_humanitarian_assistance,how_to_get_financial_support,9. How to get more money/financial support,ßíİíÉ ÇáÍÕæá Úáì ÇáãÒíÏ ãä ÇáãÇá / ÇáÏÚã ÇáãÇáí,,,,,
preferred_type_info_humanitarian_assistance,info_possible_return_place_origin,10. Information about possible return to place of origin/relocation, ãÚáæãÇÊ Úä ÇáÚæÏÉ ÇáãÍÊãáÉ Åáì ãßÇä ÇáãäÔÃ / ÇáÊæØíä,,,,,
preferred_type_info_humanitarian_assistance,how_to_complain_received_aid,11. How to complain about the aid we are receiving, ßíİ äÔßæ ãä ÇáãÓÇÚÏÇÊ ÇáÊí äÊáŞÇåÇ,,,,,
preferred_type_info_humanitarian_assistance,dont_want_receive_info,12. Do not want to receive information from aid providers,áÇ ÇÑíÏ ÊáŞí ãÚáæãÇÊ ãä ãŞÏãí ÇáãÓÇÚÏÉ,,,,,
preferred_type_info_humanitarian_assistance,other,Other (specify), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
preferred_type_info_humanitarian_assistance,dk,Don't know, áÇ ÃÚÑİ,,,,,
preferred_type_info_humanitarian_assistance,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
preferred_means_receiving_info,phonecall_mode,1. Phone call,ãßÇáãÉ åÇÊİíÉ,,,,,
preferred_means_receiving_info,sms_mode,2. SMS,ÇáÑÓÇÆá ÇáŞÕíÑÉ,,,,,
preferred_means_receiving_info,twitter_mode,3. Twitter,ÊæíÊÑ,,,,,
preferred_means_receiving_info,facebook_mode,4. Facebook,ÇáİíÓÈæß,,,,,
preferred_means_receiving_info,whatsapp_mode,5. WhatsApp (or other mobile phone based platform),WhatsApp (Ãæ ŞÇÚÏÉ ÃÎÑì ÊÚÊãÏ Úáì ÇáåÇÊİ ÇáãÍãæá),,,,,
preferred_means_receiving_info,other_internet_platforms_mode,6. Other internet platforms,ãäÕÇÊ ÇáÅäÊÑäÊ ÇáÃÎÑì,,,,,
preferred_means_receiving_info,television_mode,7. Television,ÇáÊáİÒíæä,,,,,
preferred_means_receiving_info,newspapers_mode,8. Newspapers,ÇáÕÍİ,,,,,
preferred_means_receiving_info,billboards_mode,9. Billboards,ÇááæÍÇÊ ÇáÅÚáÇäíÉ,,,,,
preferred_means_receiving_info,posters_mode,10. Posters, ÇáãáÕŞÇÊ,,,,,
preferred_means_receiving_info,leaflets_mode,11. Leaflets, ÇáãäÔæÑÇÊ,,,,,
preferred_means_receiving_info,loudspeakers_mode,12. Loudspeakers, ãßÈÑÇÊ ÇáÕæÊ,,,,,
preferred_means_receiving_info,face_to_face_mode,13. In person / face-to-face (please specify from whom), ÔÎÕíÇ / æÌåÇ áæÌå (íÑÌì ÊÍÏíÏ ãä),,,,,
preferred_means_receiving_info,other,Other (specify), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
preferred_means_receiving_info,dk,Don't know, áÇ ÃÚÑİ,,,,,
preferred_means_receiving_info,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
feedback_humanitarian_assistance_mode,face_to_face_member_community_feedback,1. Face to face with member of the community ,æÌåÇ áæÌå ãÚ İÑÏò ãä ÇáãÌÊãÚ,,,,,
feedback_humanitarian_assistance_mode,phonecall_feedback,2. Phone call,ãßÇáãÉ åÇÊİíÉ,,,,,
feedback_humanitarian_assistance_mode,sms_feedback,3. SMS,ÇáÑÓÇÆá ÇáŞÕíÑÉ,,,,,
feedback_humanitarian_assistance_mode,email_feedback,4. E-mail,ÇáÈÑíÏ ÇáÅáßÊÑæäí,,,,,
feedback_humanitarian_assistance_mode,letter_feedback,5. Letter,ÑÓÇáÉ,,,,,
feedback_humanitarian_assistance_mode,socialmedia_feedback,6. Social media (specify site),æÓÇÆá ÇáÊæÇÕá ÇáÇÌÊãÇÚí (íÑÌì ÇáÊÍÏíÏ),,,,,
feedback_humanitarian_assistance_mode,complaints_box_feedback,7. Complaints/suggestions box,ÕäÏæŞ ÇáÔßÇæì / ÇáÇŞÊÑÇÍÇÊ,,,,,
feedback_humanitarian_assistance_mode,dont_want_provide_feedback,8. Do not want to provide feedback,áÇ ÇÑíÏ ÊŞÏíã Çí ÊÚáíŞÇÊ,,,,,
feedback_humanitarian_assistance_mode,other,Other (specify),ÛíÑåÇ (íÑÌì ÇáÊÍÏíÏ),,,,,
feedback_humanitarian_assistance_mode,dk,Don't know,áÇ ÃÚÑİ,,,,,
feedback_humanitarian_assistance_mode,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
type_legal_docs_lost,property_docs_lost,1. Property documents,æËÇÆŞ ÇáãáßíÉ,,,,,
type_legal_docs_lost,family_book_lost,2. Family book,ßÊÇÈ ÇáÚÇÆáÉ,,,,,
type_legal_docs_lost,certificate_nationality_lost,3. Certificate of nationality,ÔåÇÏÉ ÇáÌäÓíÉ,,,,,
type_legal_docs_lost,passport_lost,4. Passport,ÌæÇÒ ÇáÓİÑ,,,,,
type_legal_docs_lost,national_id_lost,5. National ID card,ÈØÇŞÉ ÇáåæíÉ ÇáæØäíÉ,,,,,
type_legal_docs_lost,residence_certificate_lost,6. Residence Certificate,ÔåÇÏÉ ÇáÅŞÇãÉ,,,,,
type_legal_docs_lost,birth_certificate_lost,7. Birth certificate,ÔåÇÏÉ ÇáãíáÇÏ,,,,,
type_legal_docs_lost,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
type_legal_docs_lost,dk,Don't know,áÇ ÃÚÑİ,,,,,
type_legal_docs_lost,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÇÌÇÈÉ,,,,,
needed_legal_docs,everyone_has_legal_doc,Everyone who needs this document has it,ßá ãä íÍÊÇÌ Åáì åĞå ÇáæËíŞÉ íãáßåÇ,,,,,
needed_legal_docs,not_everyone_has_legal_doc,Not everyone who needs this document has it,"áíÓ ßá ãä íÍÊÇÌ Åáì åĞå ÇáæËíŞÉ íãáßåÇ
",,,,,
dont_have_legal_docs,lost_doc_conflict,1. We lost it in the conflict.,İŞÏäÇåÇ İí ÇáÍÑÈ.,,,,,
