list_name,name,label::English (en),label::Arabic (ar),mantika,organisation,shape_code,media::image:: English (en),media::image:: Arabic (ar)
dont_have_legal_docs,process_renewing_doc,"2. We are in the process of obtaining or renewing it, so we will have it later.",äÍä ÈÕÏÏ ÇáÍÕæá ÚáíåÇ Ãæ ÊÌÏíÏåÇ ¡ áĞáß ÓäÍÕá ÚáíåÇ áÇÍŞğÇ.,,,,,
dont_have_legal_docs,mahalla_unable_issue_doc,3. This mahalla is currently unable to issue such documents.,åĞå ÇáãÍáÉ ÛíÑ ŞÇÏÑÉ ÍÇáíğÇ Úáì ÅÕÏÇÑ åĞå ÇáãÓÊäÏÇÊ.,,,,,
dont_have_legal_docs,unable_obtain_doc,4. We are unable to obtain it in this mahalla or anywhere else.,áÇ íãßääÇ ÇáÍÕæá ÚáíåÇ İí åĞå ÇáãÍáÉ Ãæ İí Ãí ãßÇä ÂÎÑ.,,,,,
dont_have_legal_docs,dk,Don't know,áÇ ÃÚÑİ,,,,,
dont_have_legal_docs,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
losing_legal_docs_impact,losing_docs_education_impact,1. Education,ÇáÊÚáíã,,,,,
losing_legal_docs_impact,losing_docs_health_impact,2. Health,ÇáÕÍÉ,,,,,
losing_legal_docs_impact,losing_docs_assistance_government_impact,3. Assistance from government,ÇáãÓÇÚÏÉ ãä ÇáÍßæãÉ,,,,,
losing_legal_docs_impact,losing_docs_access_salary_impact,4. Access to salary,ÇáÍÕæá Úáì ÇáÑÇÊÈ,,,,,
losing_legal_docs_impact,losing_docs_food_assistance_impact,5. Food subsidies/assistance,ÇáÏÚã ÇáÛĞÇÆí / ÇáãÓÇÚÏÉ,,,,,
losing_legal_docs_impact,losing_docs_humanitarian_assistance_impact,6. Assistance from humanitarian organisation,ÇáãÓÇÚÏÉ ãä ÇáãäÙãÇÊ ÇáÅäÓÇäíÉ,,,,,
losing_legal_docs_impact,losing_docs_access_landhouse_impact,7. Access to household's land or house,ÇáæÕæá Åáì ÃÑÖ Ãæ ãäÒá ÇáÃÓÑÉ,,,,,
losing_legal_docs_impact,losing_docs_property_impact,"8. Access to household's property (e.g., household items, personal items)",ÇáæÕæá Åáì ããÊáßÇÊ ÇáÃÓÑÉ (Úáì ÓÈíá ÇáãËÇá¡ ÇáÃÏæÇÊ ÇáãäÒáíÉ ¡ æÇáÃÔíÇÁ ÇáÔÎÕíÉ),,,,,
losing_legal_docs_impact,losing_docs_movement_travel_impact,9. Movement or travel,ÇáÍÑßÉ Ãæ ÇáÓİÑ,,,,,
losing_legal_docs_impact,losing_docs_simcard_impact,10. Ability to get SIM card,ÇáŞÏÑÉ Úáì ÇáÍÕæá Úáì ÈØÇŞÉ Óíã (ÔÑíÍÉ ÇáåÇÊİ),,,,,
losing_legal_docs_impact,other,Other (specify), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
losing_legal_docs_impact,losing_docs_no_impact,12. Loss of document did not affect our access to any services, İŞÏÇä ÇáãÓÊäÏ áã íÄËÑ Úáì æÕæáäÇ Åáì Ãí ÎÏãÇÊ,,,,,
losing_legal_docs_impact,dk,Don't know, áÇ ÃÚÑİ,,,,,
losing_legal_docs_impact,dwta,Prefer not to answer, ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
not_applying_new_docs_reasons,not_familiar_procedures,1. Not familiar with the procedures,áíÓ Úáì ÏÑÇíÉ ÈÇáÅÌÑÇÁÇÊ,,,,,
not_applying_new_docs_reasons,no_functioning_civil_registry,2. No functioning civil registry nearby,áÇ íæÌÏ ãßÇÊÈ ÓÌá ãÏäí İí ãßÇä ŞÑíÈ,,,,,
not_applying_new_docs_reasons,safety_risks_travel_registry,3. Safety risks to travel to civil registry ,ãÎÇØÑ ÇáÓáÇãÉ ÚäÏ ÇáÊäŞá Åáì ãßÇÊÈ ÇáÓÌá ÇáãÏäí,,,,,
not_applying_new_docs_reasons,process_complicated,4. Process is too complicated and takes time ,ÇáÚãáíÉ ãÚŞÏÉ ááÛÇíÉ æÊÓÊÛÑŞ ÈÚÖ ÇáæŞÊ,,,,,
not_applying_new_docs_reasons,cannot_access_authorities,5. Cannot access relevant authorities in area of displacement  ,áÇ íãßä ÇáæÕæá Åáì ÇáÓáØÇÊ ÇáãÎÊÕÉ İí ãäØŞÉ ÇáäÒæÍ,,,,,
not_applying_new_docs_reasons,different_docs_alternatives,"6. Already have a different document that replaces the official one  (i.e., document replacing family book)",áÏíß ÈÇáİÚá ãÓÊäÏğÇ ãÎÊáİğÇ íÍá ãÍá ÇáãÓÊäÏ ÇáÑÓãí (ãËá ãÓÊäÏ íÍá ãÍá ÏİÊÑ ÇáÚÇÆáÉ),,,,,
not_applying_new_docs_reasons,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
not_applying_new_docs_reasons,dk,Don't know,áÇ ÃÚÑİ,,,,,
not_applying_new_docs_reasons,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
presence_explosive_hazards_actions,no_actions_taken,1. No action taken,áã íÊÎĞ Ãí ÅÌÑÇÁ,,,,,
presence_explosive_hazards_actions,contacted_hotline_services,2. Contacted hotline/emergency services                      ,ÇÊÕáÊ ÈÇáÎØ ÇáÓÇÎä / ÎÏãÇÊ ÇáØæÇÑÆ,,,,,
presence_explosive_hazards_actions,contacted_local_authorities,3. Contacted local authorities,ÇÊÕáÊ ÈÇáÓáØÇÊ ÇáãÍáíÉ,,,,,
presence_explosive_hazards_actions,contacted_mine_action_authority,4. Contacted a mine action authority (specify),ÇÊÕáÊ ÈÇáÓáØÉ ÇáãÚäíÉ ÈÇáÃáÛÇã (ÍÏÏ),,,,,
presence_explosive_hazards_actions,contacted_international_organization,5. Contacted an international organisation ,ÇÊÕáÊ ÈãäÙãÉ ÏæáíÉ,,,,,
presence_explosive_hazards_actions,self_help,"6. Self-help (i.e., cleared the explosive hazard themselves)",ÇáãÓÇÚÏÉ ÇáĞÇÊíÉ (Ãí ÅÒÇáÉ ãÎÇØÑ ÇáãÊİÌÑÇÊ ÈÃäİÓäÇ),,,,,
presence_explosive_hazards_actions,dk,Don't know,áÇ ÃÚÑİ,,,,,
presence_explosive_hazards_actions,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
explosive_hazards_injured,none_injured_killed,"1. No, no one injured or killed",áÇ¡ áã íÕÈ ÃÍÏ Ãæ íŞÊá,,,,,
explosive_hazards_injured,yes_adult_injured,"2. Yes, adult member(s) injured",äÚã¡ İÑÏ ÈÇáÛ (ÃİÑÇÏ) ãÕÇÈ,,,,,
explosive_hazards_injured,yes_adult_killes,"3. Yes, adult member(s) killed",äÚã¡ ŞÊá İÑÏ ÈÇáÛ (ÃİÑÇÏ),,,,,
explosive_hazards_injured,yes_children_injured,"4. Yes, child/children injured",äÚã¡ Øİá / ÃØİÇá ãÕÇÈíä,,,,,
explosive_hazards_injured,yes_children_killed,"5. Yes, child/children killed",äÚã¡ ŞÊá Øİá / ÃØİÇá,,,,,
explosive_hazards_injured,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
explosive_hazards_injured_assistance,yes_financial_support,"1. Yes, financial support",äÚã¡ ÇáÏÚã ÇáãÇáí,,,,,
explosive_hazards_injured_assistance,yes_psychological_support,"2. Yes, psychological and psychosocial support",äÚã¡ ÇáÏÚã ÇáäİÓí æÇáÇÌÊãÇÚí ,,,,,
explosive_hazards_injured_assistance,yes_rehabilitation_support,"3. Yes, support in physical therapy and functional rehabilitation",äÚã¡ ÏÚã İí ÇáÚáÇÌ ÇáØÈíÚí æÅÚÇÏÉ ÇáÊÃåíá ÇáæÙíİí,,,,,
explosive_hazards_injured_assistance,yes_mobility_devices_donation,"4. Yes, donation of mobility devices (wheelchairs, crutches, etc.)",äÚã¡ ÇáÊÈÑÚ ÈÃÌåÒÉ ÇáÊäŞá (ÇáßÑÇÓí ÇáãÊÍÑßÉ¡ ÇáÚßÇÒÇÊ¡ ÅáÎ),,,,,
explosive_hazards_injured_assistance,yes_prosthesis_donations,"5. Yes, donation of prosthesis & orthotics (artificial limb, externally applied device, etc.)",äÚã ¡ ÇáÊÈÑÚ ÈÇáÃØÑÇİ ÇáÇÕØäÇÚíÉ æÊŞæíã ÇáÚÙÇã (ÃØÑÇİ ÇÕØäÇÚíÉ¡ ÌåÇÒ ãÓÊÎÏã ÎÇÑÌíğÇ¡ ÅáÎ),,,,,
explosive_hazards_injured_assistance,yes_other_type,"6. Yes, other type of assistance (specify)",äÚã¡ äæÚ ÂÎÑ ãä ÇáãÓÇÚÏÉ (íÑÌì ÇáÊÍÏíÏ),,,,,
explosive_hazards_injured_assistance,assistance_needed_none_received,7. Assistance needed but none received,ÇÍÊÇÌ Åáì ãÓÇÚÏÉ áßä áã ÇÊáŞì ÔíÆÇğ,,,,,
explosive_hazards_injured_assistance,dont_need_assistance,8. Do not need assistance,áÇ ÇÍÊÇÌ Åáì ãÓÇÚÏÉ,,,,,
explosive_hazards_injured_assistance,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
killed_injured_assistance_source,specialist_healthcare_source,"1. Specialist healthcare (hospital, clinic, etc.)",ÇáÑÚÇíÉ ÇáÕÍíÉ ÇáãÊÎÕÕÉ (ÇáãÓÊÔİì¡ ÇáÚíÇÏÉ¡ ÅáÎ),,,,,
killed_injured_assistance_source,martyr_association_source,2. Martyrs' association,ÌãÚíÉ ÇáÔåíÏ,,,,,
killed_injured_assistance_source,martyr_ministry_source,3. Ministry of Martyrs,æÒÇÑÉ ÇáÔåíÏ,,,,,
killed_injured_assistance_source,family_source,4. Family,ÇáÃÓÑÉ,,,,,
killed_injured_assistance_source,private_donations_source,5. Private donations,ÇáÊÈÑÚÇÊ ÇáÎÇÕÉ,,,,,
killed_injured_assistance_source,local_ngo_source,6. Local NGO,ÇáãäÙãÇÊ ÛíÑ ÇáÍßæãíÉ ÇáãÍáíÉ,,,,,
killed_injured_assistance_source,municipal_authorities_source,7. Municipal authorities,ÇáÓáØÇÊ ÇáÈáÏíÉ,,,,,
killed_injured_assistance_source,religious_authorities_source,8. Religious authorities,ÇáÓáØÇÊ ÇáÏíäíÉ,,,,,
killed_injured_assistance_source,international_ngo_source,9. International NGO,ÇáãäÙãÇÊ ÛíÑ ÇáÍßæãíÉ ÇáÏæáíÉ,,,,,
killed_injured_assistance_source,social_solidarity_fund_source,10. Social Solidarity Fund, ÕäÏæŞ ÇáÊÖÇãä ÇáÇÌÊãÇÚí,,,,,
killed_injured_assistance_source,ministry_health_source,11. Ministry of Health, æÒÇÑÉ ÇáÕÍÉ,,,,,
killed_injured_assistance_source,ministry_social_affairs_source,12. Ministry of Social Affairs, æÒÇÑÉ ÇáÔÄæä ÇáÇÌÊãÇÚíÉ,,,,,
killed_injured_assistance_source,other_government_source,13. Other government, ÍßæãÉ ÃÎÑì,,,,,
killed_injured_assistance_source,other,Other (specify), ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
missing_family_members_since,less_1year_missing,1. Less than 1 year,ÃŞá ãä 1 ÓäÉ,,,,,
missing_family_members_since,between_1_2years_missing,2. 1-2 years,ãä ÓäÉ Åáì ÓäÊíä,,,,,
missing_family_members_since,between_3_5years_missing,3. 3-5 years,ãä 3 ÓäæÇÊ Åáì 5 ÓäæÇÊ,,,,,
missing_family_members_since,more_5years_missing,4. More than 5 years,ÃßËÑ ãä 5 ÓäæÇÊ,,,,,
missing_family_members_since,dk,Don't know,áÇ ÃÚÑİ,,,,,
missing_family_members_since,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
movement_restrictions_reasons,activities_armed_groups,1. Activities of armed groups,ÃäÔØÉ ÇáÌãÇÚÇÊ ÇáãÓáÍÉ,,,,,
movement_restrictions_reasons,checkpoints_movement_restriction,2. Checkpoints,äŞÇØ ÇáÊİÊíÔ,,,,,
movement_restrictions_reasons,rules_imposed_authorities,3. Rules imposed by concerned authorities,ÇáŞæÇÚÏ ÇáÊí ÊİÑÖåÇ ÇáÌåÇÊ ÇáãÚäíÉ,,,,,
movement_restrictions_reasons,general_violence,4. General violence,ÇáÚäİ ÇáÚÇã,,,,,
movement_restrictions_reasons,presence_explosive_hazards_movement_restrictions,5. Presence of explosive hazards,æÌæÏ ãÎÇØÑ ÇáãÊİÌÑÇÊ,,,,,
movement_restrictions_reasons,lack_identity_docs,6. Lack of identity documents,äŞÕ æËÇÆŞ ÇáåæíÉ,,,,,
movement_restrictions_reasons,other,Other (specify),ÛíÑ Ğáß (íÑÌì ÇáÊÍÏíÏ),,,,,
movement_restrictions_reasons,dk,Don't know,áÇ ÃÚÑİ,,,,,
movement_restrictions_reasons,dwta,Prefer not to answer,ÃİÖá ÚÏã ÇáÅÌÇÈÉ,,,,,
physical_cognitive_difficultie_categories,no,No,áÇ,,,,,
physical_cognitive_difficultie_categories,yes_male_infants,Yes Male infants (aged 0-5 years) ,ÇáÑÖÚ ÇáĞßæÑ (ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 0-5 ÓäæÇÊ),,,,,
physical_cognitive_difficultie_categories,yes_male_children,Yes Male children (aged 6-14 years),ÇáÃØİÇá ÇáĞßæÑ (ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 6-14 ÓäÉ),,,,,
physical_cognitive_difficultie_categories,yes_male_youths,Yes Male youths (aged 15-17 years),ÇáÔÈÇÈ ÇáĞßæÑ (ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 15 æ 17 ÓäÉ),,,,,
physical_cognitive_difficultie_categories,yes_male_adults,Yes Male adults (aged 18-64 years) ,ÇáĞßæÑ ÇáÈÇáÛíä (ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 18-64 ÓäÉ),,,,,
physical_cognitive_difficultie_categories,yes_male_elderly,Yes Male elderly (aged 65+ years),ßÈÇÑ ÇáÓä ãä ÇáĞßæÑ (65 ÓäÉ İÃßËÑ),,,,,
physical_cognitive_difficultie_categories,yes_female_infants,Yes Female infants (aged 0-5 years) ,ÇáÅäÇË ÇáÑÖÚ (ÇáĞíä ÊÊÑÇæÍ ÃÚãÇÑåã Èíä 0-5 ÓäæÇÊ),,,,,
physical_cognitive_difficultie_categories,yes_female_children,Yes Female children (aged 6-14 years),ØİáÉ (ÊÊÑÇæÍ ÃÚãÇÑåä Èíä 6 æ 14 ÓäÉ),,,,,
physical_cognitive_difficultie_categories,yes_female_youths,Yes Female youths (aged 15-17 years) ,ÔÇÈÇÊ (ÊÊÑÇæÍ ÃÚãÇÑåä Èíä 15 æ 17 ÓäÉ),,,,,
physical_cognitive_difficultie_categories,yes_female_adults,Yes  Female adults (aged 18-64 years) , ÇáÅäÇË ÇáÈÇáÛÇÊ (18-64 ÓäÉ),,,,,
physical_cognitive_difficultie_categories,yes_female_elderly,Yes  Female elderly (aged 65+ years) , ÇáÅäÇË ÇáãÓäÇÊ (ÇáĞíä ÊÈáÛ ÃÚãÇÑåã 65 ÓäÉ İÃßËÑ),,,,,
physical_cognitive_difficultie_categories,dk,Don't know, áÇ ÃÚÑİ,,,,,
physical_cognitive_difficultie_categories,dwta,Prefer not to answer, ÊİÖá ÚÏã ÇáÇÌÇÈÉ ,,,,,
displacement_status,returnee,returnee,,,,,,
displacement_status,idp,idp,,,,,,
displacement_status,non_displaced,non_displaced,,,,,,
mantika,LY0101,Derna,,,,,,
mantika,LY0103,Benghazi,,,,,,
mantika,LY0105,Ejdabia,,,,,,
mantika,LY0107,Alkufra,,,,,,
mantika,LY0208,Sirt,,,,,,
mantika,LY0211,Tripoli,,,,,,
mantika,LY0212,Aljfara,,,,,,
mantika,LY0213,Azzawya,,,,,,
mantika,LY0214,Misrata,,,,,,
mantika,LY0215,Zwara,,,,,,
mantika,LY0216,Al Jabal Al Gharbi,,,,,,
mantika,LY0317,Aljufra,,,,,,
mantika,LY0318,Wadi Ashshati,,,,,,
mantika,LY0319,Sebha,,,,,,
mantika,LY0320,Ubari,,,,,,
mantika,LY0321,Ghat,,,,,,
mantika,LY0322,Murzuq,,,,,,
baladiya,LY010101,Umm arrazam,,,,,,
baladiya,LY010102,Derna,,,,,,
baladiya,LY010103,Alqubba,,,,,,
baladiya,LY010104,Alqayqab,,,,,,
baladiya,LY010105,Labriq,,,,,,
baladiya,LY010301,Alabyar,,,,,,
baladiya,LY010302,Toukra,,,,,,
baladiya,LY010303,Suloug,,,,,,
baladiya,LY010304,Benghazi,,,,,,
baladiya,LY010305,Gemienis,,,,,,
baladiya,LY010501,Ejkherra,,,,,,
baladiya,LY010502,Jalu,,,,,,
baladiya,LY010503,Aujala,,,,,,
baladiya,LY010504,Ejdabia,,,,,,
baladiya,LY010505,Marada,,,,,,
baladiya,LY010506,Albrayga,,,,,,
baladiya,LY010701,Alkufra,,,,,,
baladiya,LY010702,Tazirbu,,,,,,
baladiya,LY020801,Khaleej Assidra,,,,,,
baladiya,LY020802,Hrawa,,,,,,
baladiya,LY020803,Sirt,,,,,,
baladiya,LY021101,Suq Aljumaa,,,,,,
baladiya,LY021102,Tajoura,,,,,,
baladiya,LY021103,Ain Zara,,,,,,
baladiya,LY021104,Tripoli,,,,,,
baladiya,LY021105,Abusliem,,,,,,
baladiya,LY021106,Hai Alandalus,,,,,,
baladiya,LY021201,Sidi Assayeh,,,,,,
baladiya,LY021202,Suq Alkhamees,,,,,,
baladiya,LY021203,Qasr Bin Ghasheer,,,,,,
baladiya,LY021204,Espeaa,,,,,,
baladiya,LY021205,Swani Bin Adam,,,,,,
baladiya,LY021206,Janzour,,,,,,
baladiya,LY021207,Al Aziziya,,,,,,
baladiya,LY021208,Al Maya,,,,,,
baladiya,LY021209,Azzahra,,,,,,
baladiya,LY021301,Azzawya,,,,,,
baladiya,LY021302,Surman,,,,,,
baladiya,LY021303,Gharb Azzawya,,,,,,
baladiya,LY021304,Janoub Azzawya,,,,,,
baladiya,LY021401,Misrata,,,,,,
baladiya,LY021402,Zliten,,,,,,
baladiya,LY021403,Abu Qurayn,,,,,,
baladiya,LY021404,Bani Waleed,,,,,,
baladiya,LY021405,Tawargha,,,,,,
baladiya,LY021501,Al Ajaylat,,,,,,
baladiya,LY021502,Sabratha,,,,,,
baladiya,LY021503,Zwara,,,,,,
baladiya,LY021504,Aljmail,,,,,,
baladiya,LY021505,Rigdaleen,,,,,,
baladiya,LY021506,Ziltun,,,,,,
baladiya,LY021601,"Nesma
",,,,,,
baladiya,LY021602,Azzintan,,,,,,
baladiya,LY021603,Alasabaa,,,,,,
baladiya,LY021604,Al Qalaa,,,,,,
baladiya,LY021605,Yefren,,,,,,
baladiya,LY021606,Ghiryan,,,,,,
baladiya,LY021607,Kikkla,,,,,,
baladiya,LY021608,Arrajban,,,,,,
baladiya,LY021609,Jadu,,,,,,
baladiya,LY021610,Arrhaibat,,,,,,
baladiya,LY021611,Arrayayna,,,,,,
baladiya,LY021612,Ashshgega,,,,,,
baladiya,LY021613,Ashshwayrif,,,,,,
baladiya,LY021614,Thaher Aljabal,,,,,,
baladiya,LY031701,Aljufra,,,,,,
baladiya,LY031801,Brak,,,,,,
baladiya,LY031802,Edri,,,,,,
baladiya,LY031803,Algurdha Ashshati,,,,,,
baladiya,LY031901,Sebha,,,,,,
baladiya,LY031902,Albawanees,,,,,,
baladiya,LY032001,Bint Bayya,,,,,,
baladiya,LY032002,Alghrayfa,,,,,,
baladiya,LY032003,Ubari,,,,,,
baladiya,LY032101,Ghat,,,,,,
baladiya,LY032201,Alsharguiya,,,,,,
baladiya,LY032202,Algatroun,,,,,,
baladiya,LY032203,Taraghin,,,,,,
baladiya,LY032204,Murzuq,,,,,,
baladiya,LY032205,Wadi Etba,,,,,,
document_needs,property_docs,Property docs,,,,,,
document_needs,family_books,Family books,,,,,,
document_needs,certificate_nationality,Certificate nationality,,,,,,
document_needs,passport,Passport,,,,,,
document_needs,national_identifier,National identifier,,,,,,
document_needs,national_idcard,National ID card,,,,,,
document_needs,residence_certificate,Residence certificate,,,,,,
document_needs,birth_certificate,Birth certificate,,,,,,
document_needs,other_docs,Other,,,,,,
returnee_problems_faced,house_occupied,House occupied,,,,,,
returnee_problems_faced,inability_prove_legal_ownership,Inability to prove legal ownership,,,,,,
returnee_problems_faced,hostility_from_local_community,Hostility from local community,,,,,,
returnee_problems_faced,lack_security_area,Lack security security area,,,,,,
returnee_problems_faced,parts_house_property_destroyed,Parts of house or property destroyed,,,,,,
returnee_problems_faced,missing_valuables_house_property,Missing valuables,,,,,,
returnee_problems_faced,inability_move_freely,Inability to move freely,,,,,,
returnee_problems_faced,basic_services_hh_nolonger_working,Basic services in house no longer working,,,,,,
returnee_problems_faced,basic_services_community_nolonger_working,Basic services in community no longer working,,,,,,
returnee_problems_faced,mobilephone_network_nolonger_working,Mobile network no longer working,,,,,,
returnee_problems_faced,other_problem_faced,Other,,,,,,
